"Position (bp)"	"01_BAT_r3_C_1 - nextera_transposase_sequence"	"01_BAT_r3_C_2 - nextera_transposase_sequence"	"01_Blood_r2_C_1 - nextera_transposase_sequence"	"01_Blood_r2_C_2 - nextera_transposase_sequence"	"01_Liver_r1_C_1 - nextera_transposase_sequence"	"01_Liver_r1_C_2 - nextera_transposase_sequence"	"02_BAT_r3_C_1 - nextera_transposase_sequence"	"02_BAT_r3_C_2 - nextera_transposase_sequence"	"02_Blood_r2_C_1 - nextera_transposase_sequence"	"02_Blood_r2_C_2 - nextera_transposase_sequence"	"02_Liver_r1_C_1 - nextera_transposase_sequence"	"02_Liver_r1_C_2 - nextera_transposase_sequence"	"03_BAT_r3_C_1 - nextera_transposase_sequence"	"03_BAT_r3_C_2 - nextera_transposase_sequence"	"03_Blood_r2_C_1 - nextera_transposase_sequence"	"03_Blood_r2_C_2 - nextera_transposase_sequence"	"03_Liver_r1_C_1 - nextera_transposase_sequence"	"03_Liver_r1_C_2 - nextera_transposase_sequence"	"04_BAT_r3_C_1 - nextera_transposase_sequence"	"04_BAT_r3_C_2 - nextera_transposase_sequence"	"04_Blood_r2_C_1 - nextera_transposase_sequence"	"04_Blood_r2_C_2 - nextera_transposase_sequence"	"04_Liver_r1_C_1 - nextera_transposase_sequence"	"04_Liver_r1_C_2 - nextera_transposase_sequence"	"05_BAT_r3_C_1 - nextera_transposase_sequence"	"05_BAT_r3_C_2 - nextera_transposase_sequence"	"05_scAT_r3_C_1 - nextera_transposase_sequence"	"05_scAT_r3_C_2 - nextera_transposase_sequence"	"06_BAT_r3_C_1 - nextera_transposase_sequence"	"06_BAT_r3_C_2 - nextera_transposase_sequence"	"06_Blood_r2_C_1 - nextera_transposase_sequence"	"06_Blood_r2_C_2 - nextera_transposase_sequence"	"06_scAT_r3_C_1 - nextera_transposase_sequence"	"06_scAT_r3_C_2 - nextera_transposase_sequence"	"07_BAT_r3_C_1 - nextera_transposase_sequence"	"07_BAT_r3_C_2 - nextera_transposase_sequence"	"07_Blood_r2_C_1 - nextera_transposase_sequence"	"07_Blood_r2_C_2 - nextera_transposase_sequence"	"07_scAT_r3_C_1 - nextera_transposase_sequence"	"07_scAT_r3_C_2 - nextera_transposase_sequence"	"08_BAT_r3_C_1 - nextera_transposase_sequence"	"08_BAT_r3_C_2 - nextera_transposase_sequence"	"08_Blood_r2_C_1 - nextera_transposase_sequence"	"08_Blood_r2_C_2 - nextera_transposase_sequence"	"08_Liver_r1_C_1 - nextera_transposase_sequence"	"08_Liver_r1_C_2 - nextera_transposase_sequence"	"08_scAT_r3_C_1 - nextera_transposase_sequence"	"08_scAT_r3_C_2 - nextera_transposase_sequence"	"09_BAT_r3_C_1 - nextera_transposase_sequence"	"09_BAT_r3_C_2 - nextera_transposase_sequence"	"09_Blood_r2_C_1 - nextera_transposase_sequence"	"09_Blood_r2_C_2 - nextera_transposase_sequence"	"09_Liver_r1_C_1 - nextera_transposase_sequence"	"09_Liver_r1_C_2 - nextera_transposase_sequence"	"10_BAT_r3_C_1 - nextera_transposase_sequence"	"10_BAT_r3_C_2 - nextera_transposase_sequence"	"10_Blood_r2_C_1 - nextera_transposase_sequence"	"10_Blood_r2_C_2 - nextera_transposase_sequence"	"10_Liver_r1_C_1 - nextera_transposase_sequence"	"10_Liver_r1_C_2 - nextera_transposase_sequence"	"11_Blood_r2_C_1 - nextera_transposase_sequence"	"11_Blood_r2_C_2 - nextera_transposase_sequence"	"11_Liver_r1_C_1 - nextera_transposase_sequence"	"11_Liver_r1_C_2 - nextera_transposase_sequence"	"12_Blood_r2_C_1 - nextera_transposase_sequence"	"12_Blood_r2_C_2 - nextera_transposase_sequence"	"12_Liver_r1_C_1 - nextera_transposase_sequence"	"12_Liver_r1_C_2 - nextera_transposase_sequence"	"12_scAT_r2_C_1 - nextera_transposase_sequence"	"12_scAT_r2_C_2 - nextera_transposase_sequence"	"13_Liver_r1_C_1 - nextera_transposase_sequence"	"13_Liver_r1_C_2 - nextera_transposase_sequence"	"13_scAT_r3_C_1 - nextera_transposase_sequence"	"13_scAT_r3_C_2 - nextera_transposase_sequence"	"14_Liver_r1_C_1 - nextera_transposase_sequence"	"14_Liver_r1_C_2 - nextera_transposase_sequence"	"14_Liver_r3_C_1 - nextera_transposase_sequence"	"14_Liver_r3_C_2 - nextera_transposase_sequence"	"14_scAT_r3_C_1 - nextera_transposase_sequence"	"14_scAT_r3_C_2 - nextera_transposase_sequence"	"15_Liver_r3_C_1 - nextera_transposase_sequence"	"15_Liver_r3_C_2 - nextera_transposase_sequence"	"15_scAT_r3_C_1 - nextera_transposase_sequence"	"15_scAT_r3_C_2 - nextera_transposase_sequence"	"16_Liver_r3_C_1 - nextera_transposase_sequence"	"16_Liver_r3_C_2 - nextera_transposase_sequence"	"16_scAT_r3_C_1 - nextera_transposase_sequence"	"16_scAT_r3_C_2 - nextera_transposase_sequence"
98	0.04518017855206564	0.06505945711497452	0.046728163237050244	0.07528426299302539	0.037790298199807615	0.05496770647244744	0.0296655879180151	0.05618482560230133	0.045959766714563435	0.07131687938466741	0.027087220851140674	0.046650213688075606	0.03365566153896669	0.057460885554333374	0.08948987586066331	0.12579537709950891	0.060666049363006486	0.049490724480347394	0.049668874172185434	0.0674987264391238	0.03985625178522795	0.07140911778186673	0.059844404548174746	0.0681561274020879	0.03036660777385159	0.03036660777385159	0.07494907306573739	0.12299335067197929	0.04324956165984804	0.0701344243132671	0.05616625210623445	0.09494771189387252	0.05584960759262639	0.12118999817484943	0.013117621337997376	0.07433318758198514	0.051831375259156875	0.06046993780234969	0.07828102889372848	0.12043235214419767	0.025304136253041364	0.03795620437956204	0.02661207778915046	0.06448311156601842	0.038998794582712895	0.06204353683613416	0.06606322349089905	0.08627659784259203	0.02984005729291	0.032078061589878255	0.05969456994142201	0.09491007163348393	0.02600057380576675	0.041242289485009326	0.030893332189135845	0.07637518235647472	0.06240780664926812	0.09707881034330598	0.05341975462526043	0.09348457059420573	0.05124325067923101	0.08529077965402208	0.06749708535313248	0.08590538135853225	0.07929554503210637	0.11533897459215472	0.05507083621285418	0.07234796129923982	0.050962534317513034	0.065758108796791	0.018908506464345647	0.055543737739015345	0.09526712902979956	0.14385336483499733	0.0673112226165708	0.09178803084077836	0.07801845412883487	0.12593529997174135	0.06754728309816871	0.09006304413089163	0.031474584273199394	0.05245764045533232	0.11330680515276186	0.2212180481553922	0.11150442477876106	0.17168141592920355	0.05684979558264992	0.08305714815621196
100	0.051204202359007724	0.07409549282538765	0.05538152679946695	0.09432166283034216	0.05496770647244744	0.06183866978150337	0.038655160014383315	0.0633764832793959	0.05018595215958076	0.08346716253909221	0.028592066453981824	0.06922289773069283	0.036939140713500025	0.06895306266520004	0.09808854720670569	0.14968057528295997	0.07822727417861361	0.055876624413295446	0.05412633723892002	0.07959755476311767	0.046831095847642834	0.08602307676978366	0.06981847197287054	0.06981847197287054	0.03312720848056537	0.06073321554770318	0.08583910932315222	0.1454140135548922	0.06078316773816482	0.08883693746347165	0.07221375270801572	0.10163417047794807	0.07227596276692827	0.13725132323416683	0.017490161783996504	0.08307826847398339	0.06046993780234969	0.09214466712739	0.09283327144448571	0.13699180056402482	0.026277372262773723	0.058394160583941604	0.033776867963152504	0.07983623336745138	0.042544139544777704	0.06381620931716656	0.07000729653513182	0.09317872566999941	0.031332060157555505	0.04550608737168775	0.06699534468245924	0.10092247436139694	0.032276574379572515	0.04482857552718405	0.034325924654595386	0.08753110786921822	0.06619009796134498	0.11094721182092111	0.05609074235652344	0.10060720454424046	0.06190459813598377	0.09767169928121883	0.06903111002024913	0.09971160336258207	0.08705874524503987	0.1253202320087835	0.058310297166551485	0.08098652384243263	0.055894392477272355	0.06822403787667067	0.022453851426410456	0.06972511758727458	0.10479384193277952	0.16576480451185122	0.08444498837351609	0.10157875413046139	0.098290965831603	0.1369930336277967	0.0759906934854398	0.10319723806664666	0.031474584273199394	0.06294916854639879	0.14230795170971877	0.2502191947123491	0.12212389380530973	0.18761061946902655	0.06652635653288821	0.09555603938360308
102	0.06144504283080927	0.08011951663232973	0.058842872224433636	0.10037901732403384	0.05496770647244744	0.06183866978150337	0.04359942466738583	0.07056814095649047	0.053883864423970924	0.10248499704167019	0.04063083127671101	0.08728104496478661	0.040222619888033356	0.07305741163336671	0.10541334131629734	0.16464863281125597	0.07982374916185063	0.060666049363006486	0.05731023942944473	0.08787570045848192	0.051148856457709196	0.09598713971609063	0.0731431611144358	0.07646785025600106	0.03864840989399293	0.07453621908127209	0.09865091668481672	0.16783467643780509	0.06779661016949153	0.10637054354178843	0.0869239615929819	0.10698333734520848	0.08541704690636978	0.16097828070815845	0.03060778312199388	0.12680367293397465	0.07198802119327344	0.12381939645243031	0.10688371252797543	0.155558454852922	0.031143552311435525	0.06520681265206812	0.04605936540429888	0.09416581371545547	0.04608948450684251	0.06913422676026376	0.07543039697095191	0.10303890828058135	0.03804607304846025	0.06117211745046551	0.07171937539724804	0.10994107845326645	0.038552574953378285	0.05469086214316454	0.04290740581824423	0.09782888526559685	0.07438506247084484	0.1285979046106131	0.06499403479406685	0.12019444790683595	0.06878288681775974	0.11074044777659318	0.07670123335583236	0.11658587470086519	0.09149485965243044	0.13807406093003138	0.06046993780234969	0.08530580511402902	0.06000427427707179	0.07315589603643	0.035453449620648086	0.08981540570564182	0.12194192515814344	0.18481823031781114	0.09056419042956798	0.11014563700893404	0.10934869948765835	0.15480827118477475	0.08349594716301412	0.13134193935755029	0.036720348318732624	0.09704663484236478	0.16389020031024482	0.2812436770756053	0.1504424778761062	0.20530973451327433	0.07700929756231303	0.11692511148204596
104	0.0638546523535861	0.0921675642462139	0.06749623578685035	0.10989771724269223	0.05496770647244744	0.06527415143603134	0.052588996763754045	0.07865875584322186	0.06286450849463274	0.11040909475107769	0.04815505929091675	0.1023295009931981	0.043506099062566694	0.0820869793633334	0.11369354335322705	0.17897975172132663	0.08301669912832466	0.0766307991953766	0.06049414161996944	0.10697911360163015	0.05812370052012408	0.10395839007313623	0.0731431611144358	0.09309129596382738	0.049690812720848056	0.08005742049469965	0.11210331441456448	0.1908959296888012	0.07597895967270601	0.10987726475745178	0.09762229532750274	0.1123325042124689	0.09819310093082678	0.1858003285271035	0.041539134236991695	0.1639702667249672	0.07486754204100438	0.12669891730016125	0.11792334480786021	0.1746269106090866	0.035036496350364967	0.07493917274939173	0.06141248720573183	0.10440122824974411	0.05318017443097214	0.083315606608523	0.09120668914788302	0.11782918219645427	0.04103007877775125	0.06714012890904751	0.08073797948911755	0.12067751189596826	0.041242289485009326	0.0708291493329508	0.05406333133098773	0.11155925512743499	0.0825800269803447	0.1462485974003051	0.07211666874410158	0.13978169126943144	0.0821955497472229	0.12002613749699076	0.078235258022949	0.12579002270356507	0.1042486885736783	0.1569275471614413	0.0647892190739461	0.10258293020041465	0.06822403787667067	0.08137565963602887	0.04845304781488573	0.10990569382400908	0.14004267967380535	0.20196631354317507	0.09301187125198875	0.11993636029861707	0.11733484046147608	0.17938101264267547	0.08912488742119484	0.15479585709996999	0.04458899438703247	0.11278392697896449	0.1821002225669387	0.31226815943886155	0.1893805309734513	0.2336283185840708	0.08386352823539847	0.13426228318455619
106	0.07349309044469343	0.10722762376356912	0.07961094477423375	0.1142243990239006	0.05496770647244744	0.07558059639961523	0.05843221862639338	0.08764832793959007	0.06920378666215873	0.12520074380863833	0.06169866971648709	0.11888280262445072	0.04925218761800003	0.1017878544105334	0.12579537709950891	0.20063566474098893	0.09099907404450971	0.08301669912832466	0.06940906775343861	0.11907794192562404	0.06808776346643107	0.1169116719033353	0.07813019482678368	0.09641598510539265	0.05521201413427562	0.08833922261484099	0.130680435088978	0.2235660384610457	0.08649912331969609	0.12273524254821741	0.10163417047794807	0.12303083794698975	0.11206424530023726	0.21354261726592444	0.052470485351989504	0.19020550940096198	0.07774706288873531	0.13533747984335406	0.12996658002227998	0.20272779277606606	0.03990267639902677	0.08369829683698296	0.06857727737973388	0.11156601842374617	0.05849819187406935	0.08863362405162022	0.10501094480269774	0.1340984835039145	0.044760085939365	0.08056815469085701	0.08803875423015478	0.136996890728875	0.043035432506096684	0.08517429350164969	0.060070368145541925	0.11842444005835406	0.08951422771915227	0.16642081773138168	0.08458127815666233	0.170052885557079	0.09148123946762046	0.14066100354231867	0.07976928269006565	0.14113026937473155	0.11755703179585	0.18021714780024178	0.07450760193503801	0.11986005528680027	0.0723339196764701	0.08384158871590854	0.06027086435510175	0.12408707367226832	0.1676701470924472	0.22673576709092294	0.10157875413046139	0.1297270835883001	0.13576439655490163	0.1996535243454436	0.11257880516361453	0.18763134193935754	0.05245764045533232	0.13638986518386403	0.21514804073649424	0.3439670870708842	0.21769911504424777	0.27610619469026554	0.09233051906685696	0.15643773536218564
108	0.08313152853580077	0.12289008566161852	0.09518699918658383	0.12806978072376735	0.06183866978150337	0.09962896798131099	0.06607335490830638	0.0975368572455951	0.07924097709407489	0.13840757332431747	0.08126166255342201	0.1459700234755914	0.0656695834906667	0.1329809065686001	0.1493621059738473	0.21655913019662293	0.09419202401098375	0.10217439892716881	0.08214467651553745	0.1369077941925624	0.08137318072817372	0.12920068287044725	0.07979253939756632	0.12135115366713212	0.07729681978798586	0.08833922261484099	0.150538736499558	0.2607202798098728	0.1005260081823495	0.14494447691408532	0.10430875391157828	0.12838000481425016	0.12776054024457018	0.24201496623471436	0.06121556624398775	0.22737210319195453	0.10366275051831375	0.14109652153881594	0.14803143284390963	0.24538091749380275	0.0681265206812652	0.09440389294403893	0.08188331627430911	0.13203684749232342	0.060270864355101754	0.1169963837481387	0.1128990908911633	0.1503677848113747	0.05818811172117451	0.09772618763428026	0.09190387026952743	0.1567519282634463	0.047518290058815096	0.10131258069143595	0.07380073800738007	0.1330129580365571	0.10212186542607511	0.1815499829796891	0.09170391210669707	0.18607881194465714	0.10179867249028442	0.158888468549025	0.09357550469411548	0.15340246671166474	0.12753828921247878	0.2046157770408899	0.08098652384243263	0.1371371803731859	0.07562182511630966	0.09699321047526674	0.07445224420336098	0.16308586825498123	0.18196021644691715	0.24959987805807482	0.11136947742014441	0.14074164728919347	0.14620781167450947	0.229755132631372	0.1304037826478535	0.21671419993995797	0.06294916854639879	0.15212715732046372	0.2401025156808525	0.3749915694341404	0.2336283185840708	0.3292035398230089	0.101603889977502	0.1765972373418487
110	0.08975795472343706	0.13855254755966795	0.10384036274900053	0.14883785327356744	0.06527415143603134	0.10993541294489488	0.07326501258540094	0.11731391585760517	0.09931535795790719	0.14897303693686081	0.0993198097875158	0.1896105459579847	0.06977393245883337	0.1526817816158001	0.16305628626569257	0.2458583066349896	0.09738497397745777	0.14368274849133114	0.09042282221090167	0.16110545084055017	0.09067297281139358	0.14647172531071267	0.08644191768069685	0.13298756566261055	0.09109982332155478	0.09662102473498232	0.1755217608548038	0.2959527500544502	0.1157218001168907	0.17416715371127994	0.1096579207788387	0.14843938056647676	0.14966234714363935	0.2734075561233802	0.10712724092697858	0.2579798863139484	0.14109652153881594	0.1756507717115872	0.1706124988709467	0.2784998143334571	0.07396593673965937	0.11192214111922141	0.09621289662231321	0.16069600818833163	0.06558888179819897	0.14181379848259235	0.1301544104596817	0.17649726872941687	0.07161613750298401	0.1119002148484125	0.10049301702368887	0.1816604538505145	0.06186343422751399	0.11924401090230957	0.08753110786921822	0.16390629022569297	0.11725103067438254	0.19983105765472722	0.1104008262255382	0.19765309211346355	0.11486742098565877	0.17745984798982012	0.1104497760323986	0.18715100938823095	0.14195566103649815	0.23067794918430945	0.08854526606772634	0.15333448514167242	0.08137565963602887	0.11589866675434415	0.09336075066770663	0.1926304096055213	0.20006097096257908	0.2800853593476107	0.11993636029861707	0.15420389181250765	0.16279441215859247	0.26047105945374793	0.15761032722906035	0.24298258781146803	0.09704663484236478	0.17311021350259664	0.26640588116274366	0.4154582855601268	0.2513274336283186	0.37168141592920356	0.12055382183838531	0.2011918297570377
112	0.09819158805315598	0.16084143564535366	0.11335906266765891	0.18172063481075093	0.0687096330905593	0.11680637625395081	0.0800071916576771	0.13034879539733907	0.10459808976417885	0.16217986645253996	0.11737795702160958	0.21519292120628425	0.07880350018880006	0.1699200472821001	0.1770689358666505	0.27324666721868013	0.11175324882659089	0.1644369232734123	0.11016301579215487	0.18530310748853795	0.09864422316843915	0.16274636145634747	0.10639005253008843	0.14794866679965424	0.10490282685512367	0.1269876325088339	0.19730183336963347	0.3343881721394437	0.12156633547632964	0.2033898305084746	0.11634437936291422	0.1564631308673674	0.17338930461763097	0.30918050739185987	0.14210756449497158	0.3257542632269349	0.14397604238654688	0.20156645934116563	0.19068455756164632	0.31262231410764646	0.07883211678832117	0.132360097323601	0.10644831115660185	0.18628454452405324	0.0797702616464582	0.157767850811884	0.14740973002820013	0.19473860655899347	0.07833015039388876	0.1238362377655765	0.1107999931286826	0.19926820469654544	0.08338115048056233	0.1273131544972027	0.10297777396378614	0.1947996224148288	0.1298586683813054	0.22126404175649608	0.12642675261311634	0.21011770152602433	0.12484093957423392	0.19775079960105926	0.12118794870221514	0.19942320672516414	0.16413623307345096	0.25563109272588136	0.10366275051831375	0.16413268832066347	0.08959542323562775	0.1306942412336221	0.11226925713205228	0.21272069772388855	0.21625638289764498	0.3277189238625105	0.13095092399951047	0.17133765756945296	0.18921010922583578	0.29548721603125655	0.17824977484238969	0.26737466226358453	0.10491528091066464	0.20983056182132928	0.2967559182572334	0.4552505564173467	0.27964601769911507	0.4	0.13587504334292927	0.2286087524493795
114	0.11084203804773438	0.18373272611173358	0.11941641716135061	0.20941139821048443	0.0687096330905593	0.12367733956300674	0.08629989212513484	0.1474289823804387	0.11991801200236665	0.17749978869072774	0.1339312586528622	0.24980437007163064	0.1017878544105334	0.17977048480570013	0.1987248488863128	0.2949025802383424	0.11813914875953893	0.18678757303873048	0.12226184411614874	0.20185939887926643	0.10827615068320258	0.1820102164858743	0.1097147416716537	0.1562603896535674	0.11042402826855123	0.15735424028268552	0.22740958066954506	0.3632147387031889	0.13325540619520748	0.2244301578024547	0.12838000481425016	0.1698360480355185	0.19930644278152948	0.3486037598101843	0.17490161783996502	0.3519895059029296	0.15549412577747063	0.21308454273208938	0.2177818367940908	0.35075922561997575	0.0856447688564477	0.145985401459854	0.11463664278403275	0.20573183213920165	0.08508827908955541	0.17549457562220805	0.16565106785777672	0.2257981817823266	0.0910121747433755	0.14920028646455002	0.12668991462388127	0.2289007609984024	0.09682972313871754	0.1604863003873189	0.10812666266197546	0.2059555479275723	0.14372706985892053	0.24269702585826494	0.15936893463202692	0.2288146156448655	0.14513189118547307	0.21185129139870001	0.14726636804319815	0.20862735472786403	0.18576229080947998	0.28945646508223444	0.12201969592259848	0.17709053213545267	0.09206135231550741	0.15124365023261932	0.12408707367226832	0.2387198941123638	0.2400731651550949	0.35629906257145033	0.14196548770040385	0.19459062538245014	0.2094826209286039	0.33418928382745017	0.20920894626238368	0.31052987090963674	0.12065257304726434	0.22556785395792897	0.32778040062048963	0.4876239293181358	0.31858407079646023	0.4424778761061947	0.15603454532259237	0.2544129149833483
116	0.12710690232647798	0.2186720641919977	0.12980045343625068	0.2396981706789429	0.08932252301772708	0.14429022949017453	0.0975368572455951	0.1694534340165408	0.13259656833741865	0.20496999408334038	0.15951363390116174	0.26184313489435984	0.1379061253304001	0.20439657861470012	0.2127374984872708	0.3203801249673569	0.13570037357514608	0.2394712474855519	0.13754457463066735	0.2260570555272542	0.1199008907872274	0.2012740715154011	0.13132522109182793	0.16290976793669792	0.11042402826855123	0.1711572438162544	0.27032913533112113	0.39396307637118366	0.15312682641729983	0.25248392752776155	0.13239187996469548	0.1952445906550055	0.2226683701405366	0.3975177952181055	0.2186270222999563	0.4110188019239178	0.16413268832066344	0.230361667818475	0.26043496151182743	0.3919069459359099	0.097323600973236	0.18491484184914841	0.13510747185261002	0.2292732855680655	0.11522371126710629	0.1967666453945969	0.18142736003470783	0.25143465656983965	0.1148842205777035	0.17232633086655524	0.1442976654699122	0.2585333173002594	0.11207143881796011	0.19096973174580406	0.12443147687290826	0.22140221402214022	0.15570432568049725	0.26223886430399534	0.18073683648213107	0.2599761391762674	0.16301544175809057	0.2335179007462943	0.1595385653801313	0.22856967540038042	0.2084973771473566	0.32106378023489224	0.1360573600552868	0.2062456807187284	0.10685692679478538	0.15781946111229841	0.1654494315630244	0.2659008721548607	0.2610319335416508	0.4010746132154561	0.15298005140129728	0.21784359319544733	0.2358983179958472	0.39562113747220207	0.23922996097268087	0.3593140198138697	0.14163562922939726	0.24917379216282853	0.3594793282525123	0.5159506306063263	0.36637168141592924	0.5026548672566371	0.1757908572626622	0.2870713081904025
118	0.14578137612799846	0.24457536656184864	0.15316453505477579	0.2751769612848515	0.09619348632678301	0.16490311941734231	0.1146170442286947	0.19282632146709816	0.14791649057560646	0.22979883357281716	0.2046590019863962	0.3024739661710708	0.1625322191394001	0.2446191985027335	0.23917045114362329	0.3582779727517659	0.1756122481560714	0.26661132220058115	0.15919510952623533	0.2572592969943963	0.13717193322749283	0.22817704147043	0.1412992885165237	0.1728838353613937	0.11870583038869256	0.201523851590106	0.3087645574161147	0.4452103058178417	0.19286966686148452	0.30040911747516075	0.14576479713284657	0.23402605044264357	0.25552108048914035	0.4544624931556853	0.2536073458679493	0.44818539571491034	0.19292789679797281	0.26203639714351534	0.29255025541694685	0.4450979014662639	0.11192214111922141	0.2170316301703163	0.16683725690890483	0.25281473899692936	0.13826845352052755	0.21803871516698575	0.20213374351692992	0.2958054783174584	0.13353425638577227	0.19470637383623776	0.1661999896930239	0.2830123855496195	0.13358915507100846	0.21966002008320185	0.15275036471294945	0.25744443490946534	0.17020310904345853	0.2817807027497258	0.19765309211346355	0.30805391833900175	0.17986724902844173	0.2634384565120198	0.19328710805669755	0.2638522427440633	0.23622309219354767	0.36320686710510264	0.14901520387007602	0.22568244644091223	0.12576238307386278	0.18165677555113516	0.2020846628376941	0.297808976813444	0.2819907019282067	0.4515661916012499	0.1701138171582426	0.2398727205972341	0.2659999262817756	0.4601245837991915	0.26549834884419093	0.43905734013809666	0.16261868541153018	0.27015684834496145	0.3938760369596007	0.5624873541512107	0.40530973451327434	0.5769911504424778	0.20280458991541073	0.30642443009087905
120	0.16807026421368415	0.29698437368224484	0.1886433256606843	0.3045983973970683	0.11680637625395081	0.1855160093445101	0.12720244516361023	0.2197950377562028	0.16006677373003125	0.25040148761727665	0.2362607596460603	0.3476193342563053	0.18141222439296678	0.28237920900986685	0.2656034037999758	0.3920357195177101	0.18998052300520452	0.3017337718317954	0.18339276617422312	0.2910086602139582	0.15377870480467115	0.2517586571100232	0.1562603896535674	0.21610479420174214	0.15183303886925795	0.21532685512367492	0.3433564372926089	0.4926139930560004	0.2314436002337814	0.34950321449444766	0.1537885474337372	0.24338709246034929	0.29275415221755796	0.51505749224311	0.3104503716659379	0.5115872321818977	0.21308454273208938	0.2821930430776319	0.3236619463875312	0.48724922471673304	0.13041362530413625	0.23552311435523116	0.18935516888433981	0.2865916069600819	0.15244983336878679	0.223356732610083	0.2312212822181467	0.33376718136819894	0.1477082835999045	0.2282764382907615	0.184666655214471	0.3358356380877124	0.1407617271553579	0.2340051642519007	0.18106925255299064	0.30893332189135847	0.18911456560384282	0.3132997970170329	0.21011770152602433	0.3561316975017361	0.20118994394194725	0.28923203906867967	0.20555930539363074	0.3083389580904461	0.2611762357351196	0.40534995397531304	0.16089322736696615	0.2731945404284727	0.14055795755314077	0.20631606634993177	0.22690207757214778	0.33444420808811365	0.3258135812819145	0.5182531819221096	0.1921429445600294	0.2900501774568596	0.3040876755415218	0.5240137115897334	0.2889522665866106	0.4840888622035425	0.19671615170749618	0.33835178093689344	0.4302960814729885	0.6238618736089567	0.4283185840707965	0.6513274336283186	0.229415132528566	0.34875938424817154
122	0.18855194515728727	0.35481500222888884	0.2223914435541095	0.3452692061404268	0.13054830287206268	0.20269341761714993	0.14293419633225457	0.24226896799712333	0.17591496914884625	0.2794565125517708	0.26635767170288327	0.3897550111358575	0.1896209223293001	0.3209600893106336	0.28662237820141273	0.4203794880287387	0.20434879785433763	0.33685622146300964	0.20249617931737135	0.33303616912888434	0.17536750785500294	0.28862569001135907	0.1612474233659153	0.26265044218365585	0.1877208480565371	0.22912985865724383	0.36898005201593786	0.5336117766133268	0.25014611338398596	0.3927527761542957	0.16582417288507315	0.27414480194709673	0.32816207337105313	0.583318123745209	0.33668561434193267	0.6471359860078705	0.22460262612301313	0.2994701681640175	0.360293453498058	0.5494726066579019	0.14209245742092458	0.27639902676399025	0.20880245649948825	0.32446264073694986	0.166631213217046	0.24285612990143943	0.26721094874677076	0.3889842039874578	0.16934232513726427	0.2693065170685128	0.21472866885403605	0.37448679848143884	0.1748314445560178	0.2743508822263664	0.19222517806573414	0.3372522097313997	0.20739564027888094	0.35175309202314764	0.23059527413237416	0.3837319040581207	0.21666609347594318	0.3243113113457372	0.21629747806344726	0.3482235994354789	0.29777417959609176	0.44416595503998046	0.17277125086385625	0.3207066344160332	0.1643952719919775	0.23261930986864818	0.252901273960623	0.37462478432484814	0.3515357061199603	0.5897035286944592	0.20805286990576427	0.3353322726716436	0.3403324691919254	0.6106326252288337	0.3274166916841789	0.5281822275592916	0.23605938204899543	0.37769501127839267	0.46334389964254397	0.6818641667228704	0.4672566371681416	0.7433628318584071	0.2560256751417213	0.40157727943488886
124	0.21626245466922084	0.3903567426898471	0.255274225091293	0.37555597860888523	0.15116119279923046	0.21643534423526178	0.1654081265731751	0.27193455591513843	0.20338517454145888	0.3116811765700279	0.2799012821284536	0.4303858424125685	0.21178440675740012	0.3611827091986669	0.3136922694759906	0.44872325653976725	0.253839522334685	0.37038219611098694	0.22796739684156903	0.3731533367294957	0.1933028211583555	0.30955022219860373	0.16955914621982845	0.30088436731165635	0.19600265017667845	0.24845406360424027	0.3984472089477663	0.588061957900401	0.2711864406779661	0.43132670952659263	0.18989542378774504	0.29821605284976865	0.37014053659426904	0.6534039058222303	0.39134236991692173	0.7389593353738522	0.23900023036166781	0.33690393918451966	0.3999357694121898	0.6061761724591282	0.181021897810219	0.32408759124087594	0.23643807574206754	0.3572159672466735	0.18613061050840246	0.2854002694462171	0.2943264509258712	0.44370821747618766	0.19172236810694676	0.29840057292910005	0.2430728531427688	0.40669609880954427	0.2071080189355903	0.29855831301104574	0.21282073285849137	0.35870591264052176	0.22945900626599594	0.3851633319464932	0.26264712690753045	0.41578375683327695	0.2379887883894487	0.3494170650342195	0.23777382340308031	0.38197214211204517	0.32882698044782577	0.4818729275028003	0.2084053213545266	0.35094160331720803	0.17261503559157637	0.2720741751467228	0.2753551253870335	0.4467134652201659	0.3848792012803902	0.648769148692935	0.22763431648513033	0.3732713254191653	0.40053568576378223	0.6978658574043813	0.36588111678174723	0.5835334734314019	0.2622882022766616	0.430152651733725	0.49301949146826735	0.747285357793215	0.5380530973451327	0.8690265486725663	0.2886840683487755	0.4592334550967253
