"Position (bp)"	"01_BAT_r1_C_1 - nextera_transposase_sequence"	"01_BAT_r1_C_2 - nextera_transposase_sequence"	"01_Blood_r3_C_1 - nextera_transposase_sequence"	"01_Blood_r3_C_2 - nextera_transposase_sequence"	"01_Liver_r2_C_1 - nextera_transposase_sequence"	"01_Liver_r2_C_2 - nextera_transposase_sequence"	"01_scAT_r1_C_1 - nextera_transposase_sequence"	"01_scAT_r1_C_2 - nextera_transposase_sequence"	"02_BAT_r1_C_1 - nextera_transposase_sequence"	"02_BAT_r1_C_2 - nextera_transposase_sequence"	"02_Blood_r3_C_1 - nextera_transposase_sequence"	"02_Blood_r3_C_2 - nextera_transposase_sequence"	"02_Liver_r2_C_1 - nextera_transposase_sequence"	"02_Liver_r2_C_2 - nextera_transposase_sequence"	"02_scAT_r1_C_1 - nextera_transposase_sequence"	"02_scAT_r1_C_2 - nextera_transposase_sequence"	"03_BAT_r1_C_1 - nextera_transposase_sequence"	"03_BAT_r1_C_2 - nextera_transposase_sequence"	"03_Liver_r2_C_1 - nextera_transposase_sequence"	"03_Liver_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r1_C_1 - nextera_transposase_sequence"	"04_BAT_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r2_C_1 - nextera_transposase_sequence"	"04_Liver_r2_C_2 - nextera_transposase_sequence"	"05_BAT_r1_C_1 - nextera_transposase_sequence"	"05_BAT_r1_C_2 - nextera_transposase_sequence"	"05_Blood_r3_C_1 - nextera_transposase_sequence"	"05_Blood_r3_C_2 - nextera_transposase_sequence"	"05_Liver_r2_C_1 - nextera_transposase_sequence"	"05_Liver_r2_C_2 - nextera_transposase_sequence"	"05_scAT_r1_C_1 - nextera_transposase_sequence"	"05_scAT_r1_C_2 - nextera_transposase_sequence"	"06_BAT_r1_C_1 - nextera_transposase_sequence"	"06_BAT_r1_C_2 - nextera_transposase_sequence"	"06_Blood_r3_C_1 - nextera_transposase_sequence"	"06_Blood_r3_C_2 - nextera_transposase_sequence"	"06_Liver_r2_C_1 - nextera_transposase_sequence"	"06_Liver_r2_C_2 - nextera_transposase_sequence"	"06_scAT_r1_C_1 - nextera_transposase_sequence"	"06_scAT_r1_C_2 - nextera_transposase_sequence"	"07_BAT_r1_C_1 - nextera_transposase_sequence"	"07_BAT_r1_C_2 - nextera_transposase_sequence"	"07_Blood_r3_C_1 - nextera_transposase_sequence"	"07_Blood_r3_C_2 - nextera_transposase_sequence"	"07_Liver_r2_C_1 - nextera_transposase_sequence"	"07_Liver_r2_C_2 - nextera_transposase_sequence"	"07_scAT_r1_C_1 - nextera_transposase_sequence"	"07_scAT_r1_C_2 - nextera_transposase_sequence"	"08_BAT_r1_C_1 - nextera_transposase_sequence"	"08_BAT_r1_C_2 - nextera_transposase_sequence"	"08_Blood_r3_C_1 - nextera_transposase_sequence"	"08_Blood_r3_C_2 - nextera_transposase_sequence"	"08_Liver_r2_C_1 - nextera_transposase_sequence"	"08_Liver_r2_C_2 - nextera_transposase_sequence"	"08_scAT_r1_C_1 - nextera_transposase_sequence"	"08_scAT_r1_C_2 - nextera_transposase_sequence"	"09_BAT_r1_C_1 - nextera_transposase_sequence"	"09_BAT_r1_C_2 - nextera_transposase_sequence"	"10_BAT_r1_C_1 - nextera_transposase_sequence"	"10_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r1_C_1 - nextera_transposase_sequence"	"11_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r3_C_1 - nextera_transposase_sequence"	"11_BAT_r3_C_2 - nextera_transposase_sequence"	"12_BAT_r1_C_1 - nextera_transposase_sequence"	"12_BAT_r1_C_2 - nextera_transposase_sequence"	"12_BAT_r3_C_1 - nextera_transposase_sequence"	"12_BAT_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r3_C_1 - nextera_transposase_sequence"	"13_BAT_r3_C_2 - nextera_transposase_sequence"	"13_Blood_r2_C_1 - nextera_transposase_sequence"	"13_Blood_r2_C_2 - nextera_transposase_sequence"	"13_scAT_r1_C_1 - nextera_transposase_sequence"	"13_scAT_r1_C_2 - nextera_transposase_sequence"	"14_BAT_r3_C_1 - nextera_transposase_sequence"	"14_BAT_r3_C_2 - nextera_transposase_sequence"	"14_Blood_r2_C_1 - nextera_transposase_sequence"	"14_Blood_r2_C_2 - nextera_transposase_sequence"	"14_scAT_r1_C_1 - nextera_transposase_sequence"	"14_scAT_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r3_C_1 - nextera_transposase_sequence"	"15_BAT_r3_C_2 - nextera_transposase_sequence"	"15_Blood_r2_C_1 - nextera_transposase_sequence"	"15_Blood_r2_C_2 - nextera_transposase_sequence"	"15_Liver_r1_C_1 - nextera_transposase_sequence"	"15_Liver_r1_C_2 - nextera_transposase_sequence"	"15_scAT_r1_C_1 - nextera_transposase_sequence"	"15_scAT_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r3_C_1 - nextera_transposase_sequence"	"16_BAT_r3_C_2 - nextera_transposase_sequence"	"16_Blood_r2_C_1 - nextera_transposase_sequence"	"16_Blood_r2_C_2 - nextera_transposase_sequence"	"16_Liver_r1_C_1 - nextera_transposase_sequence"	"16_Liver_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r1_C_1 - nextera_transposase_sequence"	"16_scAT_r1_C_2 - nextera_transposase_sequence"
116	0.12287678985355568	0.19497484320611513	0.17721496038724416	0.2583440598995631	0.09188074254640916	0.13500843802737672	0.14490122275682432	0.22869952025474682	0.17599656940697198	0.2894562867404006	0.30918727915194344	0.5096493612394672	0.07404814475739135	0.13463299046798427	0.18330428511328806	0.27731748989036087	0.13849296571144992	0.23024455549528547	0.10745963156697749	0.17398226063224925	0.07623483680718451	0.12314858253468267	0.10926079421294552	0.17492491684338568	0.17056267729541455	0.3195805953535136	0.3088712273143678	0.43700017331451635	0.14332514332514332	0.238022113022113	0.194980501949805	0.29247075292470753	0.1296752195263234	0.20603220158243263	0.2515412353146446	0.3896708154007212	0.1834698966868543	0.2956893480584254	0.12009110971275624	0.19631129742712553	0.0951676007190441	0.1722080393963655	0.1704480018426811	0.25624784060808475	0.1405940594059406	0.24158415841584158	0.1367951735856704	0.2046081656195925	0.1107562808040906	0.2067450575009691	0.1916426758428019	0.25552356779040253	0.1722378157693289	0.3077953559581526	0.11248375773325833	0.1726043868665516	0.1060864874584195	0.1465431987773083	0.15580588802837103	0.21056611645675247	0.13249082755809213	0.2428998505231689	0.3063265816454114	0.4516754188547137	0.2213172804532578	0.341320428076802	0.30568896620403635	0.4468731485333233	0.2593281234709427	0.3942346674868239	0.13516969276294158	0.2529865195630731	0.13385600917869778	0.19839372788985563	0.11865132988365577	0.2801489733364095	0.18715440238196512	0.28680804520872577	0.10724455456528975	0.19291692861457294	0.23138659360100106	0.32685378956225325	0.11363103884541492	0.2010996048295144	0.3465031065795763	0.4918750995698582	0.15944715995280634	0.23563121523681108	0.2348814631549278	0.38677147599511447	0.0692404532102392	0.1542173730591691	0.26342413194113046	0.33500677649035066	0.14831898011411132	0.24026817443340864
118	0.1317921405369367	0.21551891217216707	0.20123642560597546	0.2864446418535507	0.10360022501406338	0.15657228576786048	0.1634066801209489	0.2590764030977437	0.20637161184269304	0.32519163078242536	0.3550557216634955	0.5640119597716771	0.08077979428079057	0.15954009370456135	0.20562705519734187	0.3086552248160518	0.1604210186157628	0.2614054727803617	0.12167386854673641	0.2012735956333864	0.08628778232021983	0.1449299644795925	0.12056363499359506	0.21260105277888414	0.19031203992962045	0.3536931308125965	0.34229616974918914	0.4883755477976677	0.1725020475020475	0.2661752661752662	0.21716578342165782	0.3155934406559344	0.15666346318408614	0.23433694493081794	0.28207514249156684	0.43910666511573804	0.2090013062581641	0.3330958318489491	0.13737359413636324	0.21669576623445685	0.108007673831931	0.19864348404054444	0.19348151560520557	0.29367730047218704	0.16287128712871288	0.26782178217821784	0.15511247603161488	0.23383790356524858	0.13475347497831022	0.25104756982260534	0.20441885423232203	0.2887416316031549	0.22646083184485838	0.3636131666241388	0.12315032096658457	0.17939219983321375	0.12766340016182687	0.16632203542209834	0.1747112049857884	0.2464210279277165	0.15117543144448975	0.28111835847261857	0.33602150537634407	0.49543635908977246	0.24787535410764872	0.4052565313188543	0.3479181635971713	0.4922537785677369	0.2858900336916861	0.43407753281793904	0.15708910240017537	0.2986519563073101	0.1441000915138022	0.21785748432655402	0.1680893840018457	0.3295870274545994	0.20295315063498814	0.3232666950233943	0.11895516684540759	0.23113050552864167	0.2491855623395396	0.37162089275312293	0.13003139496743357	0.22765256236040174	0.386331049864585	0.5854707662896288	0.17663913703017026	0.2599022416989718	0.27089662083868343	0.43792343908218767	0.0828787242971045	0.17519932857742343	0.2853761429362246	0.39513619791169563	0.17703970747724845	0.27198957480463476
120	0.14652185036165313	0.24304021210782148	0.2175528925470005	0.33176816113417573	0.12235139696231015	0.17719857491093194	0.18680037150578557	0.2859616902116605	0.24523379848839494	0.35869351582182357	0.3969602246987406	0.6297000996647639	0.08616511389950993	0.17367655770369972	0.22236913276038223	0.34342723206236636	0.17830969335349175	0.28621879580366316	0.1415738003183989	0.2342506254264271	0.09801621875209438	0.16503585550566316	0.14209285552816558	0.2518918802544754	0.26392330065711517	0.42371359833387195	0.37757805343038947	0.539750922280819	0.18273955773955775	0.3071253071253071	0.24091340865913408	0.3493400659934006	0.16653721086375545	0.26132518858858067	0.31697103640804936	0.48854251483075495	0.2458140363377271	0.38475240470252936	0.15421293793372387	0.24239792255674414	0.12235834378162813	0.22281303342950798	0.21190832661522513	0.31613497639064836	0.18267326732673267	0.3004950495049505	0.16992220992408064	0.2646265608680063	0.1513669170989238	0.28242851605043107	0.22400899442958622	0.3151457336081631	0.2535723398826231	0.4162413881092115	0.13090782149991273	0.20460407656653026	0.13755281848422188	0.18789894812550573	0.19622415186836684	0.2711935122167462	0.17410653621415956	0.30659736377225166	0.3813453363340835	0.5423230807701925	0.29115517784073025	0.4741107963487567	0.39329879363158493	0.5325921163761045	0.32782989193496526	0.4732214005116663	0.17535527709787016	0.34249077558177765	0.1570759291382678	0.2376627101744226	0.19610428133548663	0.3806730167100623	0.23090478215956736	0.3627635656559519	0.12820038706655326	0.2564007741331065	0.27345688334663765	0.43580505274967096	0.14643175108945222	0.2620152132827265	0.418193404492592	0.6850406245021508	0.19180852856902075	0.28552165852014155	0.30012631403129664	0.5094317956426879	0.09861519093579521	0.19513218631976498	0.29396606028213107	0.48962528871666633	0.19697274960241082	0.3067116481839498
122	0.1690040390414835	0.2674605205014303	0.2379484762232818	0.37890462118602586	0.13500843802737672	0.2034502156384774	0.20635330758863416	0.3236709240857256	0.2796290671288438	0.41408329908696195	0.4462263296185558	0.7044486726465525	0.1036674026603479	0.19925682589261673	0.25284829960591726	0.3945120328316434	0.2106247186861634	0.3058386326127852	0.14669092563111213	0.2734819194905618	0.1105824006433885	0.18262851015347498	0.15823977092909353	0.2944120908102522	0.2944450429099788	0.4685985134116126	0.4147168783579688	0.5929832380103494	0.20986895986895987	0.3526822276822277	0.26591090890910907	0.3865238476152385	0.18891770560433918	0.298845429771324	0.34168896126555776	0.5307083866465045	0.2737204607528797	0.43047144044650276	0.1692797192260992	0.27164520388900215	0.14350669949697126	0.2409401954712307	0.22918346193711853	0.34838189565818267	0.2079207920792079	0.3381188118811881	0.1859011333343726	0.2969741375278657	0.18459380134015102	0.33411478042567333	0.2580788034683066	0.3577329949065635	0.2918474100535851	0.4800331717274815	0.14448344743323702	0.23369470356651087	0.15013935089454283	0.21666816506338216	0.214477561344494	0.30183316383738823	0.20128414186710153	0.3448158717217013	0.4188547136784196	0.5954613653413354	0.3216477809254013	0.5528013849543594	0.4348977044964641	0.5956207692016791	0.3655757643539165	0.5382281807887489	0.21371424396302924	0.4100756219632484	0.17175911381858414	0.2660046713015448	0.2109356975709436	0.4334069411027982	0.2515646837212129	0.42231269368657715	0.14360908743512937	0.2711931264869396	0.3063580073784816	0.4762572544281677	0.1710322852724802	0.2987207722224825	0.4400987732993468	0.754739525250916	0.2079892128771279	0.3263104668801618	0.3330097188729866	0.572066852484002	0.12064624422996223	0.22450692404532102	0.3225991181018192	0.5373470517494798	0.21433378629206837	0.33414637282933457
124	0.18838523617926833	0.2992456838073974	0.2587972950923694	0.4287604923947135	0.14532158259891242	0.23813988374273393	0.22625540324439075	0.3585868813765267	0.31581110297139386	0.46768631514999914	0.49322732626619553	0.7910890640572619	0.11847703161182616	0.22147126931983413	0.2790346260506727	0.4301426081581139	0.233129825614274	0.33238311770747975	0.16602228792358426	0.31896747782579027	0.1264995643723611	0.20776087393606327	0.18838067967749228	0.3358558403393005	0.3106036123379654	0.5278466013142303	0.4487608012082498	0.66354700537275	0.23853398853398855	0.3987510237510238	0.2915333466653335	0.4337066293370663	0.2205136981792809	0.3278084229650206	0.3853088286611609	0.5786902407816681	0.29628310176938605	0.4934093338083363	0.18611906302345987	0.2955747977063041	0.15710207102826326	0.2726627290442454	0.25509616491995857	0.38696303121041115	0.2306930693069307	0.3801980198019802	0.22448438742263863	0.33166009322337753	0.20766802650766986	0.376571354733908	0.2853346506992829	0.401172001430932	0.3173641235008931	0.5565833120694055	0.16290751119989139	0.2453309543665031	0.15912973118762924	0.24363930594264138	0.23859813815223344	0.34225142767738403	0.22591384699008016	0.36434977578475336	0.450112528132033	0.6751687921980495	0.36296033994334276	0.6029666351904313	0.4620000252114611	0.6630614277250437	0.38654569347555606	0.5864590177685199	0.239286888539802	0.4877068644284514	0.18917405378826163	0.2970783877180282	0.2636696219636795	0.48943673577008007	0.28012395940936985	0.47213951509995744	0.17072840008382334	0.3032432232535779	0.3468102090569783	0.5425988651809022	0.18743264139449883	0.3307405151273761	0.513780468376613	0.8881631352556953	0.22652958031350076	0.35799764031687176	0.38207384673201594	0.6284384036411846	0.13008812421317667	0.24443978178766262	0.36363983431003877	0.6060663905167312	0.2379105027841959	0.3630814339787638
126	0.20854168120256453	0.3352947104836772	0.2887108178175819	0.4768034228321761	0.16735420963810238	0.28079879992499535	0.2548864882228476	0.3959469556776838	0.3533332142155199	0.5315632426251184	0.5402283229138353	0.8630062516988312	0.13799881522968388	0.2423393828423717	0.3086552248160518	0.46276819520403867	0.2602513647327663	0.3577734947545789	0.19388219240391175	0.34341596543097563	0.14828094631727096	0.24127069231284767	0.22336566304616942	0.37084082370797766	0.34651154440015797	0.5781177062012999	0.5050880190150784	0.7396815964742876	0.26515151515151514	0.43714168714168716	0.3124687531246875	0.4662033796620338	0.25605918982609044	0.37388591213681066	0.4332906827963243	0.6281260904966849	0.3360646004037525	0.577128607053794	0.20561725057829852	0.3195043915236061	0.17673982990679618	0.2983428752700192	0.28964643556374525	0.44109178855234366	0.25742574257425743	0.4287128712871287	0.25176547617191763	0.37297145618657146	0.2575083528695107	0.43564137116275636	0.3151457336081631	0.44716624363320445	0.3731819341668793	0.6347282470017862	0.1726043868665516	0.25405814246649727	0.18250471994965387	0.267014294704666	0.27575686458577797	0.3963597486244752	0.262433754586221	0.4263486886805272	0.48605901475368846	0.7329957489372343	0.4229619137551149	0.6757554296506137	0.5124229474719207	0.7204175017963166	0.4228935706197313	0.636786847660455	0.28312570781426954	0.5525517846052679	0.20795487140261976	0.3213227159111087	0.32134735176823437	0.543818595300089	0.3123291000789937	0.5335115756213161	0.20462754089469076	0.33282792796124405	0.39103794955880133	0.622963905848849	0.21359511425581432	0.37291285944113833	0.6213159152461367	0.9937071849609687	0.251474801955166	0.39069610652283837	0.4337477686261	0.7030785130437507	0.15631556861099455	0.2843054972723458	0.4371313493805715	0.6814667761085765	0.2730612437360951	0.41323553997110785
128	0.23451248536719616	0.37599522447302525	0.33312786671259453	0.54524193694592	0.18657416088505532	0.31689480592537034	0.28177177533676445	0.4406393810099092	0.38638840745439273	0.581592724283953	0.6047839086708344	0.9547431367219353	0.15280844418116216	0.2773439603640476	0.34171009590205453	0.4928180780094958	0.28391057970847233	0.391242628134846	0.22401637480100067	0.40084148282920173	0.1692245828027612	0.28064472890556935	0.25835064641484656	0.42574033607113254	0.41473661531832384	0.6265934144852598	0.5527495110054718	0.8201490504840427	0.30814905814905813	0.4954954954954955	0.34215328467153283	0.5177607239276072	0.28568043286509825	0.42457115022577974	0.47400255903222055	0.7473537280446667	0.39068994181213634	0.6525353283458022	0.23131940690058583	0.3531830791183274	0.20090937929575975	0.3353524977718697	0.3195900034550271	0.4980997351145917	0.28811881188118815	0.4792079207920792	0.28177467379612453	0.43298985143498525	0.2870433610839348	0.49378841858490397	0.3406980903872034	0.48379128834982876	0.42421536106149527	0.7176575657055371	0.19393751333320403	0.2850881445998099	0.21397105097545627	0.32365369055111026	0.31291559101932254	0.44134136483350284	0.2845155591792363	0.47221089821986684	0.5313828457114278	0.7830082520630157	0.4947670758577274	0.7731350330500473	0.5559127179215672	0.793530739073983	0.46133844067607055	0.681522696453286	0.3233112921491981	0.6338362620100099	0.22639421960580772	0.3503476158605712	0.37078540588642434	0.5916087142810059	0.3518259707115513	0.5900224828340523	0.23297954957287081	0.36795976480159753	0.4568401976224893	0.695777868870143	0.24561485716070788	0.4232853818159099	0.7208857734586587	1.1111996176517445	0.27675712118658347	0.44732850160121357	0.5021243723445346	0.7792844988673494	0.17519932857742343	0.32941670163659253	0.5440280985740737	0.7740469963922347	0.3060686468250736	0.46896232440704555
130	0.2620337853028506	0.4128194990348164	0.38071756195725087	0.6173063326021139	0.2114194637164823	0.3497093568348022	0.3138944560443014	0.49790155096682287	0.4395447317169046	0.6499365697643253	0.6778336504484914	1.0549741777656974	0.17771554741773923	0.333889816360601	0.3902191924308638	0.5576399680612674	0.30756979468417833	0.42586586956270844	0.25869911303161247	0.45883556970661815	0.1834662556128946	0.3334226928490048	0.29548855183698075	0.4811780789476517	0.4488491507774067	0.7091816582283026	0.6035059050731635	0.9024734457401767	0.35524160524160525	0.5733005733005734	0.379024597540246	0.5768173182681732	0.3205676746665964	0.4969786332100212	0.5248924043270908	0.8491334186344073	0.4352214701341883	0.7481296758104738	0.2605666882328438	0.3988265636216997	0.216015347663862	0.3814257012945815	0.3547161119428769	0.5741103305309225	0.3331683168316832	0.5400990099009901	0.3164606294916364	0.48755202893354327	0.3396525944658778	0.5371679618998394	0.3815818612336678	0.5331925114559732	0.5039550905843327	0.8308879816279663	0.2210887651998526	0.3141787715997906	0.24903353411849322	0.3865863526027151	0.34616287256512557	0.49936113066833554	0.3261312678353037	0.5435521130588394	0.6017129282320579	0.8689672418104526	0.5714903997481902	0.8833018570978911	0.6202019438036531	0.9195880447251321	0.5235492304036012	0.7437334861808167	0.3890695210608994	0.728820370438023	0.2550776501441001	0.3827872099217352	0.4218713951418872	0.6476385089482878	0.4071215895971319	0.6860302606793462	0.2545517300888774	0.41048777781886764	0.49837112467907924	0.7853120752518823	0.2827109007700358	0.4771722662168283	0.790584674207424	1.2944081567627848	0.31956851508511713	0.4948592617562784	0.5626715939578049	0.8591441963400248	0.2014267729752413	0.37662610155266474	0.6022486494741062	0.8828526161070495	0.3317887011801218	0.5225457709800627
132	0.29808281197913034		0.429666962780326		0.24798424901556346		0.34706461547056233		0.49091428877731524		0.7627752106550694		0.19656416608325705		0.4262790517974123		0.3352683878264683		0.2950875596997953		0.20776087393606327		0.3353176098259363		0.49912025566447626		0.6740696724355641		0.40591728091728096		0.4230826917308269		0.34887241801498176		0.5815982319413748		0.49815936349602186		0.28449628205014577		0.24924847807368694		0.3984797880916734		0.3722772277227723		0.3519260448656991		0.38303213778081335		0.4182069059502922		0.5789104363358		0.23854314139984095		0.27330756090982644		0.38918876633028243		0.34991167278162794		0.6845461365341335		0.6147702234812716		0.6889031753835293		0.5738770602955362		0.4630475285865634		0.2861513665605835		0.4762532546718961		0.4593789876648235		0.28721817487025875		0.5636340100537205		0.3123877356574981		0.914051298390951		0.35799764031687176		0.6221748979570533		0.22870331514897188		0.6766945998052951		0.35943775961179864
134	0.338008078082967		0.47499048206095107		0.29064316519782485		0.3816314131884554		0.5579180588561117		0.8318610129564192		0.21675911465345468		0.45804607076318116		0.36123581889736517		0.31157607459631564		0.24043294685342806		0.36707321011442784		0.5493913605515458		0.7409195573052069		0.44277231777231774		0.4565168483151685		0.3956081570320831		0.6339420728160987		0.5830661441634011		0.3093121571199404		0.2741733258810556		0.44972935621329035		0.42029702970297034		0.3928476779896176		0.43379543314935487		0.45738718634482056		0.6506761929063537		0.25114907976649925		0.29488447361323383		0.43938564238963207		0.4093626851474385		0.7454988747186797		0.6924771797293043		0.7456289629265465		0.6283988760117991		0.5260658312936104		0.3076639394643028		0.527339243927359		0.5268274898219603		0.31310479148946657		0.6439990507216673		0.3549505646408322		1.0156125537677234		0.38968481375358166		0.6968150073596191		0.268569030633655		0.7444595033118904		0.40873453045897434
136	0.3806467117860936		0.5357239978969888		0.3281455090943184		0.4266729980935887		0.6079475405149464		0.9275618374558304		0.2510905272227907		0.4893838056888721		0.39412789825383454		0.3604730498066864		0.27980698344614974		0.42466387504440406		0.5996624654386153		0.8164351679912847		0.49498361998361995		0.50994900509949		0.443660395739807		0.7458997324648133		0.6608478802992519		0.34520654784589344		0.310427649964501		0.505009789243349		0.4673267326732673		0.4528660732380314		0.4891735735514001		0.4906052501575729		0.7288211278387344		0.2841184570331439		0.34972579340106086		0.4856710735612402		0.4586220953933958		0.7955113778444611		0.7898567831287377		0.8200027732607243		0.6766297129915702		0.5954772951448508		0.3353229617690847		0.585016973731914		0.5900224828340523		0.3500856723740493		0.7162736510539147		0.4072755103634631		1.1390791779512506		0.4432833305241868		0.7756307872182728		0.3126311372219891		0.8341764178135798		0.4666046527578328
138	0.4190214821189075		0.6055222175891514		0.36283517719857494		0.48603012548795055		0.6718244679900656		1.0243952160913292		0.3062900533146642		0.5546349797807217		0.42759703163410157		0.41505571980896067		0.3275584746330675		0.48171630946101596		0.678659915975439		0.8962836415855803		0.5692055692055692		0.5693180681931806		0.5167261285693598		0.8534954053739676		0.7505046906543167		0.39173631360175837		0.35952204716083325		0.576413681907175		0.5297029702970297		0.5113255491293436		0.534399054879737		0.5442651993935574		0.832482776218423		0.3083606461997944		0.4090623033354311		0.5430389319147826		0.5393056121755673		0.8861590397599399		0.8970727101038716		0.9454297923836176		0.7353455145321608		0.6813283162240164		0.36742108641907856		0.6426947035364688		0.6823843956978793		0.3907646413470902		0.7960993290328149		0.4588194867469503		1.3222877170622909		0.4860947244227204		0.8492269790068168		0.3619387326898867		0.9467997785710195		0.5266181129196119
