"Position (bp)"	"01_Liver_r3_C_1 - nextera_transposase_sequence"	"01_Liver_r3_C_2 - nextera_transposase_sequence"	"01_scAT_r2_C_1 - nextera_transposase_sequence"	"01_scAT_r2_C_2 - nextera_transposase_sequence"	"02_BAT_r2_C_1 - nextera_transposase_sequence"	"02_BAT_r2_C_2 - nextera_transposase_sequence"	"02_Liver_r3_C_1 - nextera_transposase_sequence"	"02_Liver_r3_C_2 - nextera_transposase_sequence"	"02_scAT_r2_C_1 - nextera_transposase_sequence"	"02_scAT_r2_C_2 - nextera_transposase_sequence"	"03_BAT_r2_C_1 - nextera_transposase_sequence"	"03_BAT_r2_C_2 - nextera_transposase_sequence"	"03_Liver_r3_C_1 - nextera_transposase_sequence"	"03_Liver_r3_C_2 - nextera_transposase_sequence"	"03_scAT_r2_C_1 - nextera_transposase_sequence"	"03_scAT_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r2_C_1 - nextera_transposase_sequence"	"04_BAT_r2_C_2 - nextera_transposase_sequence"	"04_Blood_r1_C_1 - nextera_transposase_sequence"	"04_Blood_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r3_C_1 - nextera_transposase_sequence"	"04_Liver_r3_C_2 - nextera_transposase_sequence"	"04_scAT_r2_C_1 - nextera_transposase_sequence"	"04_scAT_r2_C_2 - nextera_transposase_sequence"	"05_Blood_r2_C_1 - nextera_transposase_sequence"	"05_Blood_r2_C_2 - nextera_transposase_sequence"	"05_Liver_r1_C_1 - nextera_transposase_sequence"	"05_Liver_r1_C_2 - nextera_transposase_sequence"	"05_scAT_r2_C_1 - nextera_transposase_sequence"	"05_scAT_r2_C_2 - nextera_transposase_sequence"	"06_Liver_r1_C_1 - nextera_transposase_sequence"	"06_Liver_r1_C_2 - nextera_transposase_sequence"	"06_Liver_r3_C_1 - nextera_transposase_sequence"	"06_Liver_r3_C_2 - nextera_transposase_sequence"	"06_scAT_r2_C_1 - nextera_transposase_sequence"	"06_scAT_r2_C_2 - nextera_transposase_sequence"	"07_Liver_r1_C_1 - nextera_transposase_sequence"	"07_Liver_r1_C_2 - nextera_transposase_sequence"	"07_Liver_r3_C_1 - nextera_transposase_sequence"	"07_Liver_r3_C_2 - nextera_transposase_sequence"	"07_scAT_r2_C_1 - nextera_transposase_sequence"	"07_scAT_r2_C_2 - nextera_transposase_sequence"	"08_Liver_r3_C_1 - nextera_transposase_sequence"	"08_Liver_r3_C_2 - nextera_transposase_sequence"	"08_scAT_r2_C_1 - nextera_transposase_sequence"	"08_scAT_r2_C_2 - nextera_transposase_sequence"	"09_BAT_r2_C_1 - nextera_transposase_sequence"	"09_BAT_r2_C_2 - nextera_transposase_sequence"	"09_Blood_r1_C_1 - nextera_transposase_sequence"	"09_Blood_r1_C_2 - nextera_transposase_sequence"	"09_Liver_r3_C_1 - nextera_transposase_sequence"	"09_Liver_r3_C_2 - nextera_transposase_sequence"	"09_scAT_r2_C_1 - nextera_transposase_sequence"	"09_scAT_r2_C_2 - nextera_transposase_sequence"	"10_BAT_r2_C_1 - nextera_transposase_sequence"	"10_BAT_r2_C_2 - nextera_transposase_sequence"	"10_Blood_r1_C_1 - nextera_transposase_sequence"	"10_Blood_r1_C_2 - nextera_transposase_sequence"	"10_Liver_r3_C_1 - nextera_transposase_sequence"	"10_Liver_r3_C_2 - nextera_transposase_sequence"	"10_scAT_r2_C_1 - nextera_transposase_sequence"	"10_scAT_r2_C_2 - nextera_transposase_sequence"	"11_BAT_r2_C_1 - nextera_transposase_sequence"	"11_BAT_r2_C_2 - nextera_transposase_sequence"	"11_Blood_r1_C_1 - nextera_transposase_sequence"	"11_Blood_r1_C_2 - nextera_transposase_sequence"	"11_Liver_r3_C_1 - nextera_transposase_sequence"	"11_Liver_r3_C_2 - nextera_transposase_sequence"	"11_scAT_r2_C_1 - nextera_transposase_sequence"	"11_scAT_r2_C_2 - nextera_transposase_sequence"	"12_BAT_r2_C_1 - nextera_transposase_sequence"	"12_BAT_r2_C_2 - nextera_transposase_sequence"	"12_Blood_r1_C_1 - nextera_transposase_sequence"	"12_Blood_r1_C_2 - nextera_transposase_sequence"	"12_Liver_r3_C_1 - nextera_transposase_sequence"	"12_Liver_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r2_C_1 - nextera_transposase_sequence"	"13_BAT_r2_C_2 - nextera_transposase_sequence"	"13_Blood_r1_C_1 - nextera_transposase_sequence"	"13_Blood_r1_C_2 - nextera_transposase_sequence"	"13_Liver_r3_C_1 - nextera_transposase_sequence"	"13_Liver_r3_C_2 - nextera_transposase_sequence"	"14_BAT_r2_C_1 - nextera_transposase_sequence"	"14_BAT_r2_C_2 - nextera_transposase_sequence"	"14_Blood_r1_C_1 - nextera_transposase_sequence"	"14_Blood_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r2_C_1 - nextera_transposase_sequence"	"15_BAT_r2_C_2 - nextera_transposase_sequence"	"15_Blood_r1_C_1 - nextera_transposase_sequence"	"15_Blood_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r2_C_1 - nextera_transposase_sequence"	"16_BAT_r2_C_2 - nextera_transposase_sequence"	"16_Blood_r1_C_1 - nextera_transposase_sequence"	"16_Blood_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r2_C_1 - nextera_transposase_sequence"	"16_scAT_r2_C_2 - nextera_transposase_sequence"
104	0.11348017621145375	0.20229074889867843	0.05640006445721652	0.07967628153479794	0.09825420784324894	0.14049877063575694	0.150372924853637	0.22335391771593552	0.05532284833636292	0.0852423479468449	0.06547496962908037	0.09781802691573449	0.07357459331845671	0.08893632159373888	0.08506646314316607	0.1256121605291611	0.05859521992022449	0.10267602756663191	0.043048177321853814	0.1016669719728888	0.07592013383764912	0.13001891184172243	0.06444209039548023	0.1050494350282486	0.12107080399982063	0.18384825792565357	0.04405286343612335	0.057009587976159626	0.05924009260520223	0.0885196786054746	0.08791466416598288	0.133630289532294	0.12570012043825493	0.19118111341074123	0.04580532735872542	0.08364451082897684	0.07077276205049732	0.10520275439938791	0.0918740793609816	0.13059786487676725	0.08343782703385597	0.14424844673649673	0.1249735439070358	0.16579151590893057	0.09755513148549082	0.16301975919285966	0.12078457037265168	0.17468047428395442	0.05347884413182988	0.08248431891519524	0.08720020272183882	0.1460789720810291	0.06595733601791262	0.10761460087133112	0.1342113943199008	0.2070040149679826	0.05450416351249054	0.10446631339894019	0.16776021473307484	0.2516403220996123	0.04620616575075778	0.0646886320510609	0.07081436519979767	0.06575619625695497	0.07681610489371565	0.11721078074299715	0.0479570305006714	0.09291674659505084	0.05718082209684797	0.08005315093558715	0.06158085993707778	0.09999268346218569	0.131002861378288	0.2212109720642144	0.11418002211269207	0.17721152753236824	0.11847081517033976	0.17314965294126583	0.021720832993945317	0.0543020824848633	0.14979181476591857	0.2208794556717782	0.1056891707266775	0.09924470909700203	0.07030116110304789	0.10091618287373005	0.042282659579287535	0.06115884689146947	0.08375329286450578	0.12741953957164126	0.08816314014106102	0.13416130021465808	0.0710579014233113	0.14211580284662262	0.0750002568501947	0.14178130747023104
106	0.13356828193832598	0.21568281938325992	0.05998102093069059	0.08236199888990349	0.11486723815490939	0.15853577497413113	0.17483358729649529	0.24460662442858289	0.05983899922096397	0.10161339490352372	0.07257466513102882	0.11438398308694761	0.07680864137641086	0.09944697778208983	0.08904153151434205	0.15900273484703936	0.06504606981969875	0.11719043984044898	0.050375526653233194	0.10807840263784577	0.08546697701483852	0.15593177189409368	0.07856638418079095	0.11211158192090395	0.14722807646891767	0.2070161278268538	0.05312257061414874	0.06867064006219228	0.06877298107040719	0.09600980525670708	0.09963661938811394	0.16527956863204782	0.15551735830965494	0.22099835128214124	0.06074184714961414	0.09360219068956932	0.0784238714613619	0.11094108645753634	0.10174484821794658	0.14730224294240027	0.09805123176859909	0.16263305269310907	0.1421070136362262	0.19249957166325676	0.11124707976415618	0.18569704852939917	0.1366646134893748	0.2016284262396058	0.05891737065371089	0.08973568761103659	0.09241730886758985	0.15874908700642448	0.07767344175793658	0.13191467203582524	0.15809647297005264	0.22349609308356366	0.057532172596517786	0.12414837244511734	0.1975842529078437	0.27400835073068897	0.05667956332092955	0.07454594741122256	0.08295397066262014	0.07486090035407184	0.08343818290179458	0.12515727435269186	0.0557500479570305	0.11090063303280262	0.06589409022589149	0.08713268129043501	0.07133624368948613	0.12925883471941077	0.15168752370117558	0.24764137392123742	0.13226283104456638	0.20046085330192093	0.1344188095201932	0.2012485001291028	0.02850859330455323	0.05837473867122804	0.1732761247080329	0.23865136589824312	0.11084474003041786	0.1069780630526126	0.0861756168359942	0.11225507982583455	0.05134322948913487	0.06946436930882953	0.09663841484366051	0.15104226320009162	0.10513865159679327	0.1522320059578569	0.08828405934411404	0.1528821515471243	0.09092496892112645	0.15256901564731387
108	0.15577092511013216	0.2350660792951542	0.06714293387763871	0.0877334336001146	0.12436039833300107	0.18179401741045575	0.19167535488010265	0.28069612639345576	0.06717774440844068	0.12080703616307821	0.07730779546566113	0.12306138870044019	0.09217036965169303	0.10995763397044081	0.09301659988551803	0.19159829549068244	0.08601133199299008	0.13761813118878413	0.06777798131525921	0.12181718263418209	0.09364998545242945	0.18411768984579574	0.08651129943502825	0.12535310734463276	0.16217508930840172	0.24214160799964127	0.06348795024617776	0.08551438196423944	0.07762494893095465	0.10486177311725453	0.10784198804360567	0.17582932833196577	0.17481086516761965	0.2572467581061961	0.06721433905899926	0.11252178242469504	0.0918133129303749	0.12815608263198164	0.1108563271628373	0.16780307056840443	0.11360743680880953	0.1810176586497214	0.15621692988379476	0.21971155299785328	0.12707839496136303	0.21008583140077186	0.16120649830612874	0.22809516476747768	0.0643558971755919	0.11239621478554077	0.10508742379298522	0.1721645028097843	0.08852168781351431	0.15361116414698073	0.17800070517851252	0.2502246334777812	0.07418622255866768	0.14231642694928087	0.23672830301222786	0.30383238890545783	0.065304714261071	0.08748367382143474	0.09003540718259989	0.07991906929691452	0.08939805310906562	0.14568571617773657	0.06594091693842316	0.12468827930174564	0.07025072429041324	0.10347005903239158	0.08718874228714972	0.1463307562861254	0.17639420369795794	0.27522092368508755	0.14621242650629798	0.22836004422538414	0.14884794726529868	0.22630963410744392	0.0380114577394043	0.0692351551682007	0.19422159033208083	0.2983142073728039	0.11986698631196349	0.12373366328976879	0.09184506531204645	0.12359397677793904	0.05738360942903309	0.08079008169613869	0.10594433627305005	0.1646432252891994	0.11663819161519254	0.17139790598852236	0.10335694752481643	0.17010830946792704	0.10787708177082798	0.16643892616070605
110	0.18466960352422906	0.2706607929515419	0.07609532506132388	0.0993715421389053	0.13100561045766526	0.20647623387349415	0.20651215013232818	0.3167856283583287	0.0852423479468449	0.14112971514378297	0.08598520107915372	0.13568306959279303	0.09782995375311276	0.12774489828918859	0.11209692806716276	0.21465369204350315	0.09407489436733289	0.16879723903624302	0.07876900531232826	0.13097636929840628	0.10683372126854815	0.20457521093977304	0.10063559322033899	0.14565677966101695	0.18534295920960198	0.27651973753045456	0.06607929515418502	0.11013215859030837	0.08511507558218712	0.12460847065232195	0.12425272535458914	0.19692884773180167	0.19351972030261572	0.30694215455852947	0.07667413492656211	0.12944983818770228	0.10807192042846213	0.16545524100994646	0.11920851619565381	0.20197111661174472	0.127749441390819	0.2083588675082731	0.1688150693905524	0.23936465062839518	0.14676057061194453	0.23019588043506164	0.17227440714505698	0.2535994764397906	0.07613937130633408	0.11874116239440194	0.1393712641793492	0.187070520369073	0.0972002846579765	0.1701004981514589	0.20188578382866437	0.2843461744065695	0.08478425435276306	0.15745647236941712	0.2609603340292276	0.36161646286907245	0.07208161857118214	0.10473397570171764	0.10015174506828528	0.09003540718259989	0.1026422091252235	0.1728362360108602	0.07553232303855745	0.14327162862075582	0.08005315093558717	0.11980743677434813	0.0975538375240836	0.1676706582445187	0.20339917950839453	0.30854621298307305	0.16532853880570797	0.25109271831116897	0.16555536991752606	0.25364905299290696	0.043441665987890635	0.0773804675409302	0.21008936731999595	0.34083984970041636	0.12244477096383369	0.15466707911221098	0.10318396226415094	0.13720065312046442	0.06644417933888042	0.08532036665106235	0.11954529836215783	0.19900355056694535	0.1259473430586586	0.1900162088754545	0.13134945414612087	0.1830279279085291	0.1253428950099144	0.191096544851181
112	0.21427312775330398	0.3048458149779736	0.08057152065316646	0.1101144115593275	0.14951727280494403	0.22688652825639127	0.22455690111476462	0.34926618012671423	0.09653272515834754	0.15637172437931152	0.10255115725036681	0.13804963476010917	0.10429804986902105	0.15038323469486758	0.14310246136233543	0.23214399287667747	0.10160088591671954	0.1967509219339648	0.09250778530866459	0.14013555596263053	0.12274512656386383	0.2232142857142857	0.11211158192090395	0.1650776836158192	0.19730056948118918	0.311645217703242	0.06996631251619591	0.11661052086032651	0.08715783739615961	0.14367424758273184	0.1348024850545071	0.2520220372758176	0.21924439611323535	0.34143660621367855	0.08663181478715459	0.1428927059995021	0.11954858454475899	0.18840856924254018	0.1381907639975095	0.2179162047653035	0.14613404734743135	0.2324002752976892	0.18090928331703976	0.2570020459378559	0.16259188580915135	0.2524452963878929	0.1847859562673237	0.2868032029565753	0.08429716108915558	0.13324389978608464	0.1498054764708513	0.22135436075543696	0.11499140818912398	0.1952684290003992	0.21667178489780597	0.3110747148007871	0.09084027252081757	0.16805450416351247	0.27960035788845805	0.3858484938860721	0.07516202962123265	0.12013603095197023	0.10419828022255943	0.11734951947395042	0.11985961194622873	0.20396000264883118	0.09111835795127565	0.15945712641473242	0.0898555775807611	0.13832313154856557	0.11035777869911959	0.19937565543984587	0.22982958136541753	0.3349766148400961	0.19012781962656417	0.2774419541833287	0.18909764729111925	0.28782332659973575	0.043441665987890635	0.08824088403790285	0.22913069970549405	0.38082664770996244	0.12502255561570386	0.1804449256309128	0.11225507982583455	0.15080732946298986	0.0770148442337023	0.09513598405339696	0.13529378078112472	0.22692131485511396	0.14128006308319097	0.20918210890611993	0.14426907258672295	0.19810081608923152	0.14486350980654045	0.21369936198411638
114	0.22837004405286343	0.3309251101321586	0.08415247712664052	0.11459060715117009	0.16707961913441366	0.24919545467490672	0.24460662442858289	0.37974175956371803	0.11121021553330096	0.1733072901965655	0.11911711342157992	0.14672704037360176	0.11238317001390641	0.16089389088321854	0.1717229536348025	0.2941550594670228	0.11396501489071185	0.21664104245734378	0.09891921597362155	0.16303352262319104	0.14865798661623508	0.24594486470759383	0.11740819209039548	0.1818502824858757	0.218973738098441	0.3549915549377457	0.08810572687224669	0.13345426276237368	0.09464796404739206	0.17023015116437423	0.16762395967647403	0.28601570741999766	0.24730767881572946	0.389378047497106	0.0950958426686582	0.16430171769977597	0.12719969395562356	0.20562356541698545	0.15489514206314253	0.25284354072071796	0.16310445284584274	0.2602128843089745	0.20711341349109563	0.2912689853962367	0.1844134283782743	0.27426683895701587	0.21077148136741608	0.3132699414844472	0.09154852978499692	0.13958884739494581	0.1632208922742111	0.2623459090434809	0.13582004061583322	0.2278131671671324	0.23088909361813448	0.3406467169390703	0.10900832702498107	0.19530658591975775	0.30942439606322697	0.4194005368326872	0.08563542719140443	0.13553808620222282	0.11330298431967628	0.12038442083965605	0.12714389775511556	0.22647506787629956	0.11209955879531938	0.17324477268367544	0.09911342496786982	0.15629424706471778	0.13840450698729362	0.2274223837280199	0.2528125395019593	0.37174934785856284	0.2154437521311882	0.3058577967905597	0.21643706617658226	0.3189598869970686	0.0461567701121338	0.09367109228638919	0.24753732101147558	0.41954402356047527	0.1353336942231846	0.19977831051993916	0.12472786647314948	0.15987844702467344	0.08607541414354963	0.12005255130547712	0.15676898407971596	0.2512598785935174	0.1582555745389232	0.22451482893065228	0.15503542128722464	0.21748024375013458	0.15513751759423833	0.23681587950643668
116	0.24845814977973568	0.3615859030837004	0.08683819448174607	0.1324953895185404	0.1893885455529291	0.27625096118246806	0.2839040821236667	0.4178362338599727	0.1332264510957311	0.1930654503166951	0.1293722291466166	0.16723727182367512	0.12370233821674591	0.17463859512952362	0.20511352795268079	0.3315207021560771	0.13224242293922225	0.2472825794798465	0.11082615863711302	0.19142700128228612	0.17229778876927554	0.2750400058190282	0.1297669491525424	0.20480225988700565	0.2540992182712285	0.40506404795001716	0.10624514122829748	0.14770665975641356	0.09873348767533706	0.19406237232738663	0.1805181104208182	0.30594303129762046	0.2864793442546275	0.44082739911834523	0.11451331839681354	0.1941747572815534	0.14250191277735272	0.22857689364957917	0.17615525960122094	0.279418687643316	0.1819604589551887	0.29462509545853094	0.23382146924542185	0.32200844579272536	0.20880221124964699	0.3042179758165964	0.2401255004619649	0.34503002771789343	0.1114897936985606	0.1704071643522715	0.17887221071146422	0.2854502362603783	0.1575165327269887	0.2599239754916425	0.25534286461709943	0.3753369502166718	0.12414837244511734	0.20136260408781226	0.3355204294661497	0.4548165821652252	0.09549274255156609	0.15278838808250572	0.1193727870510875	0.12847749114820434	0.14833454738096813	0.24303026289649693	0.12948398235181277	0.1984222136965279	0.11653996122595683	0.18352320996797875	0.1548667170694827	0.2603468038923981	0.2763700715919146	0.41311867250433804	0.24075968463581224	0.3446066730731475	0.23921991524780145	0.3455398775801577	0.05701718660910646	0.10453150878336184	0.30656545140651975	0.46524322128567075	0.15466707911221098	0.22168948006083572	0.13720065312046442	0.17121734397677793	0.09589103154588424	0.1366635961401972	0.16893826594891764	0.26700836101248426	0.17632628028212205	0.2529898804047838	0.17441484894812775	0.23685967141103764	0.1710622296651701	0.26095979780752676
118	0.28229074889867845	0.4049339207048458	0.09579058566543124	0.1548763674777533	0.21407076201596748	0.312799627868121	0.3219985564199214	0.46796054214451843	0.15637172437931152	0.21225909157624956	0.14514933026205767	0.2090465897795939	0.14068109052100514	0.19565990750622553	0.23055396552820706	0.36411626279972015	0.16718452656137445	0.28222468310199866	0.12090126396775966	0.21157721194357942	0.19139147512365434	0.30186208903113176	0.1483050847457627	0.22598870056497178	0.28997204908599017	0.44392628133267564	0.1347499352163773	0.1762114537444934	0.11439466158245948	0.224703799536974	0.20044543429844097	0.3493142656195053	0.3379286958758667	0.5121549093205178	0.13144137415982077	0.22603933283544933	0.17597551644988524	0.2725707727620505	0.20576756617211583	0.3120681538625078	0.20694466705007214	0.3266803058444191	0.2519627901351529	0.3648421201157013	0.23062375381876993	0.3345969860598852	0.2689983061287342	0.3748652602402217	0.12236684674232262	0.19125484935281534	0.19452352914871734	0.3160075722569201	0.1714022876781282	0.30461874924062277	0.2883270208482615	0.42595056926104113	0.1468584405753217	0.22861468584405753	0.3942365046227259	0.5303086787951089	0.10966263338179846	0.18482466300303113	0.12847749114820434	0.13960546282245828	0.17945831401893914	0.2715051983312363	0.1492662574333397	0.22479858047189716	0.13396649748404382	0.22654497135513102	0.17437748457429944	0.2957100699948784	0.30682249112283244	0.4498914055228048	0.26039244861899	0.39162197629602075	0.26731876243563846	0.40933185497957136	0.0692351551682007	0.11403437321821291	0.35226464913171524	0.5210977962831319	0.18560049493465317	0.24360064960173228	0.15080732946298986	0.2131712626995646	0.09891122151583334	0.1646003533622265	0.2025827511167106	0.2927786049707937	0.1960397774565208	0.291869277609848	0.18518119764862945	0.2637755431622919	0.19571984835564504	0.29794622584323915
120	0.3168281938325991	0.45251101321585907	0.10563821596748492	0.17457162808186066	0.23685434644338754	0.35029761057158315	0.35167214692437243	0.5305156788836314	0.1687911393119644	0.23709792144155534	0.15461559093132227	0.24691163245665243	0.1625109149121956	0.22638336405678988	0.24645423901291102	0.391941741397952	0.19567578028405241	0.3128662201245014	0.1318922879648287	0.2271478292727606	0.20912132673843467	0.3350487343613616	0.1686087570621469	0.256002824858757	0.33107633439457124	0.500724930122715	0.1490023322104172	0.21119461000259135	0.1334604385128694	0.25330246493258884	0.2531942327980307	0.38565232680811157	0.36949988891617264	0.5600963506039452	0.144386357978591	0.260891212347523	0.20179801071155318	0.31943381790359604	0.22095336441360042	0.3523105192024419	0.22910047422855367	0.35873551623030725	0.27363159008677596	0.4066679432781367	0.25073380285305974	0.3731055905936316	0.3050893132121959	0.4196181090237142	0.14321453174286647	0.22026032413618069	0.22731676777915244	0.35774442142292845	0.1952684290003992	0.3449742245673719	0.3156242535912922	0.48509457353760765	0.15745647236941712	0.24375473126419378	0.41846853563972564	0.5992767670742618	0.12136819537199045	0.22117351339362723	0.13960546282245828	0.1588265048052605	0.21455532746175748	0.29799351036355204	0.1654517552273163	0.27035775944753504	0.15847256409697869	0.24887272093580498	0.20486305880057556	0.31948881789137384	0.33842405856057733	0.49700646970271545	0.2950081114314351	0.44948696487801854	0.29769589453059736	0.4837558286122207	0.08009557166517337	0.13575520621215825	0.39225144714126126	0.5902813039504418	0.2088005568014848	0.26551181914262884	0.16554789550072568	0.25172351233671986	0.10797179142568067	0.17366092327207383	0.22548963463520788	0.32069636925896233	0.21630087177465282	0.3170587462215797	0.19702418121918133	0.2906914149135462	0.2224322686036596	0.33441895348956674
122	0.345374449339207	0.5145374449339206	0.10921917244095898	0.20321927986965319	0.2615365629064259	0.38494764522161784	0.38054374849627076	0.5934718100890208	0.18290411082634273	0.26701742105203735	0.16565956171213103	0.29424293580297556	0.17059603505708093	0.274894084926102	0.3021051962093748	0.4460026712459454	0.21449075915751903	0.3354441947726613	0.152042498626122	0.25096171459974354	0.22639656677334885	0.3805098923479779	0.1818502824858757	0.2921963276836158	0.37442267162907494	0.5605129814806511	0.17102876392847888	0.24488209380668569	0.1552498978619093	0.2968813836306687	0.28953229398663693	0.4536396670964717	0.41393341986178833	0.6179768711778394	0.1672890216579537	0.2977346278317152	0.21518745218056617	0.37872991583779647	0.2482878012482726	0.39103430471822753	0.2559702829343717	0.3827769240197234	0.30638675280434585	0.4615958315276	0.27298321880589094	0.42102740956896034	0.3325184785956267	0.4662958115183246	0.1531851636996483	0.25198506218048655	0.26756301518923187	0.4158778899041543	0.22607744779824	0.3918386475274678	0.3423527939855097	0.5328647308379113	0.1847085541256624	0.2937168811506434	0.45761258574410973	0.6831568744407993	0.13677025062224302	0.26491535030434465	0.1426403641881639	0.19322205361659078	0.2350837692868022	0.3377259784120257	0.1822367159025513	0.3033282179167466	0.17753283812926135	0.28971616529069644	0.229861229666122	0.3493646806331244	0.37634593948587125	0.5372266464416635	0.3260072124575054	0.5166516837678374	0.32883245492793023	0.5467883777092605	0.08552577991365969	0.1466156227091309	0.42716055651467455	0.6575606783792018	0.22813394169051116	0.2990230196169412	0.18028846153846154	0.2755351959361393	0.13137826369278627	0.20310777547907763	0.2512598785935174	0.34932997365708396	0.23218118894291848	0.35593814342664387	0.21425033913998406	0.327297000495252	0.2501720896304439	0.37808348658728286
124	0.37497797356828194	0.5656387665198237	0.12264775921648671	0.23097169253907718	0.28906672742289186	0.42434425996069836	0.4206431951239073	0.6484080519688828	0.1987106389224464	0.30709826015287167	0.18380322799488824	0.3257971380338577	0.18272371527440898	0.3258303418388797	0.33947083889842905	0.4857533549577053	0.2456698670049779	0.3693111567449011	0.17860413995237223	0.29767356658728705	0.2523094268257201	0.41233270293860924	0.20038841807909605	0.3407485875706215	0.4237478139993722	0.6105854744929227	0.18787250583052603	0.2902306296968127	0.1749965953969767	0.3350129374914885	0.3188371820419646	0.501699683507209	0.4636288163141217	0.6857964710422002	0.1981578292257904	0.3544934030370923	0.25344299923488905	0.4342004590665647	0.2801779775553902	0.45025891786001726	0.2866112928620589	0.4346309408204248	0.3361183620402939	0.5079569849124681	0.3042179758165964	0.4779345696021633	0.36331613797351403	0.5009431783184478	0.18490990174395416	0.2818969580508321	0.2921579441620582	0.4486711285345894	0.25384895770051896	0.43262805269644	0.3781804119607375	0.584615734579907	0.19227857683573052	0.31188493565480696	0.4939606322696093	0.7651729794214137	0.15402055250252594	0.3061928583750216	0.1537683358624178	0.212443095599393	0.24965234090457586	0.3721607840540362	0.21280932284672932	0.3638739689238442	0.20203890474219616	0.3245692378068704	0.26156622686144915	0.393263907518962	0.4159915422714058	0.5826179887613334	0.3647560887400932	0.5647002903582463	0.3569313021157673	0.6113397834110481	0.09502864434851077	0.17105155982731937	0.4703209099218036	0.7495937849091094	0.2526228958832779	0.3480009280024747	0.1927612481857765	0.2959452104499274	0.1472342610350191	0.22424910526872138	0.26915588134234336	0.3872694994845951	0.2601086432733167	0.3898891663381084	0.23362976680088715	0.35098296763635584	0.27585710909968875	0.4227754204637687
126	0.4179735682819383	0.6220264317180617	0.1441334980573311	0.2587241052085012	0.3251407360996402	0.45994361062854217	0.47116849787472936	0.6989333547197049	0.21846879904257602	0.34209842950852987	0.22166827067194672	0.35261820993010745	0.20455353966559942	0.3711070146502377	0.36968135851936657	0.5700248044266362	0.28007439980217397	0.39726483964262294	0.1987543506136655	0.32148745191427	0.2759492289787605	0.47234143148094265	0.22245762711864409	0.3725282485875706	0.4678415018758501	0.6658894219990135	0.21249028245659496	0.3122570614148743	0.2001906577693041	0.3724635707476508	0.3575196342749971	0.5497596999179464	0.529109809286608	0.7635551501970277	0.22703510082150857	0.4032860343539955	0.29265493496557005	0.5049732211170619	0.3166238933349531	0.5102428209138813	0.3210235040116153	0.48318515655199074	0.3794559619435402	0.5543181382973362	0.33716422636213494	0.5404040836235742	0.3907453033569449	0.5529142285186326	0.2066640078314782	0.31180885392117763	0.32718708542638664	0.5015874908700643	0.29594015239616056	0.47385138770763546	0.43106880040035944	0.6443284312052866	0.2195306585919758	0.34367903103709313	0.56758872651357	0.8593050999105278	0.18913723847310188	0.3567115995958501	0.16489630753667173	0.22862923621648962	0.28143831534335473	0.40725779749685453	0.24278246690964894	0.4286159600997506	0.24342692835515278	0.3681355784520879	0.2926615125722508	0.4548447674560398	0.45333884924328616	0.6331804966617254	0.4117713919629664	0.6432313462909576	0.419963851212807	0.6743723325080879	0.10588906084548343	0.1846270804485352	0.5261754849192648	0.8524169797907992	0.27453406542417447	0.37248988219524143	0.23131349782293179	0.3242924528301887	0.17366092327207383	0.24690053004333973	0.2963578055205589	0.41948230443248197	0.29625005475971433	0.43314934069303895	0.25946900368209125	0.3725156650373592	0.3107887355778616	0.47209065784471865
128	0.4637885462555066	0.6770044052863435	0.16382875866143848	0.2972193872983474	0.3612147447763886	0.5211744937772336	0.5337236346138423	0.7735183254471089	0.2506463740953585	0.3974212778448928	0.2618998785163214	0.38575012227253364	0.22800038808576695	0.42285178357750397	0.395916809769128	0.6439610761305095	0.31125350764963283	0.44027050563911796	0.21798864260853637	0.3581241985711669	0.3064082048297934	0.515074919988362	0.2533545197740113	0.4387358757062147	0.5253875013078636	0.7466032913322272	0.2474734387146929	0.3848147188390775	0.22538472014163147	0.43034182214353806	0.39971867307466885	0.6025084984175361	0.5735433402322236	0.8360519638451374	0.256908140403286	0.4470998257406025	0.33282325937260904	0.5642693190512624	0.35914412841110993	0.5899682616816753	0.3540215147029708	0.5289109713671547	0.4212817851059756	0.6238598683746385	0.3748170841284647	0.6003063573427352	0.43646057899599633	0.6279835232522328	0.23566948261484355	0.34444001305246363	0.3681786337144305	0.5634474637411122	0.33499383819624046	0.5272247583010778	0.4896441123281127	0.7040411278306662	0.23467070401211204	0.38001514004542014	0.6337608112138384	0.9823292573814495	0.22548608886369798	0.41031075186672905	0.18108244815376834	0.2589782498735458	0.30594000397324683	0.4410303953380571	0.29073949741032035	0.5029493573757913	0.2641209401616311	0.4242272420328055	0.3164402604687462	0.5084993780942858	0.49528274784247484	0.7021293710713505	0.46911972886119635	0.7129793235996156	0.49438782484545635	0.726013457069518	0.12760989383942875	0.21313567375308845	0.5928201482685082	0.9609525743881385	0.2977341272910061	0.40728997499548886	0.2709996371552975	0.36624637155297535	0.18423158816689572	0.2786125247278054	0.3185488489291032	0.4588535104798992	0.3197967319402462	0.4857186664914356	0.2853082405632954	0.4220408690596671	0.3421244593303402	0.5311662026239816
